"id","team","year","tablename","value"
2853,"Virginia",2011,"Consistency Power Rating","13.4"
2854,"Drake",2011,"Consistency Power Rating","13.8"
2855,"Longwood",2011,"Consistency Power Rating","14.9"
2856,"BYU",2011,"Vs. Teams 1-25 Power Rating","32.0"
2857,"Kansas",2011,"Vs. Teams 1-25 Power Rating","29.6"
2858,"Texas",2011,"Vs. Teams 1-25 Power Rating","27.9"
2859,"Purdue",2011,"Vs. Teams 1-25 Power Rating","27.2"
2860,"Kentucky",2011,"Vs. Teams 1-25 Power Rating","27.0"
2861,"Wash State",2011,"Vs. Teams 1-25 Power Rating","26.0"
2862,"San Diego St",2011,"Vs. Teams 1-25 Power Rating","25.5"
2863,"N Carolina",2011,"Vs. Teams 1-25 Power Rating","25.0"
2864,"Florida",2011,"Vs. Teams 1-25 Power Rating","24.7"
2865,"New Mexico",2011,"Vs. Teams 1-25 Power Rating","24.5"
2866,"Col Charlestn",2011,"Vs. Teams 1-25 Power Rating","24.3"
2867,"Connecticut",2011,"Vs. Teams 1-25 Power Rating","23.9"
2868,"Marquette",2011,"Vs. Teams 1-25 Power Rating","23.5"
2869,"Wisconsin",2011,"Vs. Teams 1-25 Power Rating","22.3"
2870,"Tennessee",2011,"Vs. Teams 1-25 Power Rating","21.8"
2871,"Duke",2011,"Vs. Teams 1-25 Power Rating","21.3"
2872,"Nebraska",2011,"Vs. Teams 1-25 Power Rating","21.0"
2873,"Illinois",2011,"Vs. Teams 1-25 Power Rating","20.7"
2874,"Colorado",2011,"Vs. Teams 1-25 Power Rating","20.7"
2875,"Clemson",2011,"Vs. Teams 1-25 Power Rating","20.7"
2876,"Colorado St",2011,"Vs. Teams 1-25 Power Rating","19.2"
2877,"Texas A&M",2011,"Vs. Teams 1-25 Power Rating","19.1"
2878,"Morehead St",2011,"Vs. Teams 1-25 Power Rating","18.7"
2879,"Arizona",2011,"Vs. Teams 1-25 Power Rating","18.0"
2880,"Gonzaga",2011,"Vs. Teams 1-25 Power Rating","16.5"
2881,"Alabama",2011,"Vs. Teams 1-25 Power Rating","14.2"
2882,"St Marys",2011,"Vs. Teams 1-25 Power Rating","14.1"
2883,"Duquesne",2011,"Vs. Teams 1-25 Power Rating","14.1"
2884,"Baylor",2011,"Vs. Teams 1-25 Power Rating","14.0"
2885,"UAB",2011,"Vs. Teams 1-25 Power Rating","13.9"
2886,"Northwestern",2011,"Vs. Teams 1-25 Power Rating","13.3"
2887,"S Carolina",2011,"Vs. Teams 1-25 Power Rating","13.0"
2888,"Oregon",2011,"Vs. Teams 1-25 Power Rating","11.7"
2889,"Boise St",2011,"Vs. Teams 1-25 Power Rating","11.3"
2890,"Creighton",2011,"Vs. Teams 1-25 Power Rating","10.6"
2891,"Oakland",2011,"Vs. Teams 1-25 Power Rating","9.9"
2892,"Iowa St",2011,"Vs. Teams 1-25 Power Rating","9.8"
2893,"NC State",2011,"Vs. Teams 1-25 Power Rating","9.0"
2894,"Texas Tech",2011,"Vs. Teams 1-25 Power Rating","8.7"
2895,"Lg Beach St",2011,"Vs. Teams 1-25 Power Rating","7.9"
2896,"Virginia",2011,"Vs. Teams 1-25 Power Rating","7.5"
2897,"Auburn",2011,"Vs. Teams 1-25 Power Rating","7.3"
2898,"Stetson",2011,"Vs. Teams 1-25 Power Rating","5.5"
2899,"Nevada",2011,"Vs. Teams 1-25 Power Rating","3.9"
2900,"Vermont",2011,"Vs. Teams 1-25 Power Rating","2.6"
2901,"Yale",2011,"Vs. Teams 1-25 Power Rating","0.5"
2902,"St Peters",2011,"Vs. Teams 1-25 Power Rating","--"
2903,"S Dakota St",2011,"Vs. Teams 1-25 Power Rating","--"
2904,"Wagner",2011,"Vs. Teams 1-25 Power Rating","--"
2905,"Houston",2011,"Vs. Teams 1-25 Power Rating","--"
2906,"Montana St",2011,"Vs. Teams 1-25 Power Rating","--"
2907,"James Mad",2011,"Vs. Teams 1-25 Power Rating","--"
2908,"Dayton",2011,"Vs. Teams 1-25 Power Rating","--"
2909,"Drake",2011,"Vs. Teams 1-25 Power Rating","--"
2910,"Akron",2011,"Vs. Teams 1-25 Power Rating","--"
2911,"Samford",2011,"Vs. Teams 1-25 Power Rating","--"
2912,"W Kentucky",2011,"Vs. Teams 1-25 Power Rating","-2.5"
2913,"Longwood",2011,"Vs. Teams 1-25 Power Rating","-2.6"
2914,"Howard",2011,"Vs. Teams 1-25 Power Rating","-5.7"
2915,"Grambling St",2011,"Vs. Teams 1-25 Power Rating","-6.9"
2916,"Colgate",2011,"Vs. Teams 1-25 Power Rating","-22.8"
2917,"McNeese St",2011,"Vs. Teams 1-25 Power Rating","-23.3"
2918,"New Mexico",2011,"Vs. Teams 26-50 Power Rating","31.2"
2919,"Wisconsin",2011,"Vs. Teams 26-50 Power Rating","29.3"
2920,"Purdue",2011,"Vs. Teams 26-50 Power Rating","28.8"
2921,"San Diego St",2011,"Vs. Teams 26-50 Power Rating","28.5"
2922,"Duke",2011,"Vs. Teams 26-50 Power Rating","27.7"
2923,"Alabama",2011,"Vs. Teams 26-50 Power Rating","27.4"
2924,"Kentucky",2011,"Vs. Teams 26-50 Power Rating","27.4"
2925,"Kansas",2011,"Vs. Teams 26-50 Power Rating","27.3"
2926,"Florida",2011,"Vs. Teams 26-50 Power Rating","27.2"
2927,"N Carolina",2011,"Vs. Teams 26-50 Power Rating","26.8"
2928,"Texas",2011,"Vs. Teams 26-50 Power Rating","26.7"
2929,"Oregon",2011,"Vs. Teams 26-50 Power Rating","26.0"
2930,"Texas A&M",2011,"Vs. Teams 26-50 Power Rating","24.4"
2931,"Connecticut",2011,"Vs. Teams 26-50 Power Rating","24.0"
2932,"Col Charlestn",2011,"Vs. Teams 26-50 Power Rating","23.0"
2933,"Illinois",2011,"Vs. Teams 26-50 Power Rating","22.8"
2934,"Tennessee",2011,"Vs. Teams 26-50 Power Rating","22.4"
2935,"Arizona",2011,"Vs. Teams 26-50 Power Rating","22.3"
2936,"Clemson",2011,"Vs. Teams 26-50 Power Rating","21.5"
2937,"Colorado",2011,"Vs. Teams 26-50 Power Rating","21.2"
2938,"Virginia",2011,"Vs. Teams 26-50 Power Rating","19.9"
2939,"Wash State",2011,"Vs. Teams 26-50 Power Rating","19.1"
2940,"Gonzaga",2011,"Vs. Teams 26-50 Power Rating","18.9"
2941,"Baylor",2011,"Vs. Teams 26-50 Power Rating","18.3"
2942,"Oakland",2011,"Vs. Teams 26-50 Power Rating","17.6"
2943,"St Marys",2011,"Vs. Teams 26-50 Power Rating","17.4"
2944,"Nebraska",2011,"Vs. Teams 26-50 Power Rating","17.2"
2945,"Colorado St",2011,"Vs. Teams 26-50 Power Rating","16.6"
2946,"Northwestern",2011,"Vs. Teams 26-50 Power Rating","16.4"
2947,"BYU",2011,"Vs. Teams 26-50 Power Rating","16.0"
2948,"S Carolina",2011,"Vs. Teams 26-50 Power Rating","15.4"
2949,"McNeese St",2011,"Vs. Teams 26-50 Power Rating","15.1"
2950,"NC State",2011,"Vs. Teams 26-50 Power Rating","15.1"
2951,"Duquesne",2011,"Vs. Teams 26-50 Power Rating","14.8"
2952,"Marquette",2011,"Vs. Teams 26-50 Power Rating","13.9"
2953,"Iowa St",2011,"Vs. Teams 26-50 Power Rating","13.5"
2954,"James Mad",2011,"Vs. Teams 26-50 Power Rating","11.7"
2955,"Auburn",2011,"Vs. Teams 26-50 Power Rating","11.2"
2956,"Dayton",2011,"Vs. Teams 26-50 Power Rating","11.1"
2957,"Lg Beach St",2011,"Vs. Teams 26-50 Power Rating","9.7"
2958,"Texas Tech",2011,"Vs. Teams 26-50 Power Rating","7.2"
2959,"Wagner",2011,"Vs. Teams 26-50 Power Rating","2.3"
2960,"Morehead St",2011,"Vs. Teams 26-50 Power Rating","--"
2961,"Nevada",2011,"Vs. Teams 26-50 Power Rating","--"
2962,"S Dakota St",2011,"Vs. Teams 26-50 Power Rating","--"
2963,"Yale",2011,"Vs. Teams 26-50 Power Rating","--"
2964,"Boise St",2011,"Vs. Teams 26-50 Power Rating","--"
2965,"Grambling St",2011,"Vs. Teams 26-50 Power Rating","--"
2966,"St Peters",2011,"Vs. Teams 26-50 Power Rating","--"
2967,"Houston",2011,"Vs. Teams 26-50 Power Rating","--"
2968,"UAB",2011,"Vs. Teams 26-50 Power Rating","--"
2969,"Creighton",2011,"Vs. Teams 26-50 Power Rating","--"
2970,"Montana St",2011,"Vs. Teams 26-50 Power Rating","--"
2971,"Vermont",2011,"Vs. Teams 26-50 Power Rating","--"
2972,"W Kentucky",2011,"Vs. Teams 26-50 Power Rating","--"
2973,"Howard",2011,"Vs. Teams 26-50 Power Rating","--"
2974,"Samford",2011,"Vs. Teams 26-50 Power Rating","--"
2975,"Stetson",2011,"Vs. Teams 26-50 Power Rating","-10.1"
2976,"Akron",2011,"Vs. Teams 26-50 Power Rating","-11.6"
2977,"Longwood",2011,"Vs. Teams 26-50 Power Rating","-12.8"
2978,"Drake",2011,"Vs. Teams 26-50 Power Rating","-23.5"
2979,"Colgate",2011,"Vs. Teams 26-50 Power Rating","-29.6"
2980,"Duke",2011,"Vs. Teams 51-100 Power Rating","32.4"
2981,"Morehead St",2011,"Vs. Teams 51-100 Power Rating","31.3"
2982,"Kansas",2011,"Vs. Teams 51-100 Power Rating","30.8"
2983,"San Diego St",2011,"Vs. Teams 51-100 Power Rating","30.6"
2984,"Texas",2011,"Vs. Teams 51-100 Power Rating","29.8"
2985,"Wisconsin",2011,"Vs. Teams 51-100 Power Rating","27.6"
2986,"Florida",2011,"Vs. Teams 51-100 Power Rating","26.9"
2987,"Connecticut",2011,"Vs. Teams 51-100 Power Rating","26.8"
2988,"Illinois",2011,"Vs. Teams 51-100 Power Rating","26.6"
2989,"Purdue",2011,"Vs. Teams 51-100 Power Rating","25.4"
2990,"Kentucky",2011,"Vs. Teams 51-100 Power Rating","24.8"
2991,"Marquette",2011,"Vs. Teams 51-100 Power Rating","24.6"
2992,"BYU",2011,"Vs. Teams 51-100 Power Rating","23.5"
2993,"Clemson",2011,"Vs. Teams 51-100 Power Rating","23.4"
2994,"Lg Beach St",2011,"Vs. Teams 51-100 Power Rating","23.0"
2995,"N Carolina",2011,"Vs. Teams 51-100 Power Rating","22.4"
2996,"Colorado St",2011,"Vs. Teams 51-100 Power Rating","22.4"
2997,"Arizona",2011,"Vs. Teams 51-100 Power Rating","20.8"
2998,"Gonzaga",2011,"Vs. Teams 51-100 Power Rating","20.4"
2999,"Northwestern",2011,"Vs. Teams 51-100 Power Rating","18.7"
3000,"Dayton",2011,"Vs. Teams 51-100 Power Rating","18.7"
3001,"Texas A&M",2011,"Vs. Teams 51-100 Power Rating","18.2"
3002,"Colorado",2011,"Vs. Teams 51-100 Power Rating","17.6"
3003,"Iowa St",2011,"Vs. Teams 51-100 Power Rating","17.4"
3004,"Nebraska",2011,"Vs. Teams 51-100 Power Rating","17.1"
3005,"Col Charlestn",2011,"Vs. Teams 51-100 Power Rating","16.7"
3006,"Tennessee",2011,"Vs. Teams 51-100 Power Rating","16.4"
3007,"Texas Tech",2011,"Vs. Teams 51-100 Power Rating","16.3"
3008,"UAB",2011,"Vs. Teams 51-100 Power Rating","16.2"
3009,"Nevada",2011,"Vs. Teams 51-100 Power Rating","15.7"
3010,"Baylor",2011,"Vs. Teams 51-100 Power Rating","15.5"
3011,"St Marys",2011,"Vs. Teams 51-100 Power Rating","15.2"
3012,"Alabama",2011,"Vs. Teams 51-100 Power Rating","14.7"
3013,"Vermont",2011,"Vs. Teams 51-100 Power Rating","14.3"
3014,"Duquesne",2011,"Vs. Teams 51-100 Power Rating","13.7"
3015,"Yale",2011,"Vs. Teams 51-100 Power Rating","13.6"
3016,"NC State",2011,"Vs. Teams 51-100 Power Rating","13.6"
3017,"Wash State",2011,"Vs. Teams 51-100 Power Rating","13.4"
3018,"Virginia",2011,"Vs. Teams 51-100 Power Rating","13.0"
3019,"Oakland",2011,"Vs. Teams 51-100 Power Rating","12.7"
3020,"New Mexico",2011,"Vs. Teams 51-100 Power Rating","12.6"
3021,"Oregon",2011,"Vs. Teams 51-100 Power Rating","12.0"
3022,"James Mad",2011,"Vs. Teams 51-100 Power Rating","12.0"
3023,"S Dakota St",2011,"Vs. Teams 51-100 Power Rating","10.5"
3024,"S Carolina",2011,"Vs. Teams 51-100 Power Rating","10.4"
3025,"Creighton",2011,"Vs. Teams 51-100 Power Rating","10.2"
3026,"Houston",2011,"Vs. Teams 51-100 Power Rating","9.4"
3027,"St Peters",2011,"Vs. Teams 51-100 Power Rating","8.6"
3028,"Akron",2011,"Vs. Teams 51-100 Power Rating","7.4"
3029,"Boise St",2011,"Vs. Teams 51-100 Power Rating","6.9"
3030,"Auburn",2011,"Vs. Teams 51-100 Power Rating","6.7"
3031,"McNeese St",2011,"Vs. Teams 51-100 Power Rating","3.5"
3032,"Drake",2011,"Vs. Teams 51-100 Power Rating","2.4"
3033,"W Kentucky",2011,"Vs. Teams 51-100 Power Rating","1.2"
3034,"Wagner",2011,"Vs. Teams 51-100 Power Rating","--"
3035,"Colgate",2011,"Vs. Teams 51-100 Power Rating","--"
3036,"Howard",2011,"Vs. Teams 51-100 Power Rating","--"
3037,"Montana St",2011,"Vs. Teams 51-100 Power Rating","-1.2"
3038,"Stetson",2011,"Vs. Teams 51-100 Power Rating","-4.6"
3039,"Longwood",2011,"Vs. Teams 51-100 Power Rating","-5.8"
3040,"Samford",2011,"Vs. Teams 51-100 Power Rating","-10.4"
3041,"Grambling St",2011,"Vs. Teams 51-100 Power Rating","-12.6"
3042,"Kentucky",2012,"Predictive Power Rating","26.7"
3043,"N Carolina",2012,"Predictive Power Rating","24.5"
3044,"Kansas",2012,"Predictive Power Rating","23.5"
3045,"Wisconsin",2012,"Predictive Power Rating","20.8"
3046,"Duke",2012,"Predictive Power Rating","20.1"
3047,"Florida",2012,"Predictive Power Rating","19.3"
3048,"Baylor",2012,"Predictive Power Rating","18.9"
3049,"Marquette",2012,"Predictive Power Rating","18.8"
3050,"New Mexico",2012,"Predictive Power Rating","18.3"
3051,"Texas",2012,"Predictive Power Rating","16.2"
3052,"Purdue",2012,"Predictive Power Rating","16.1"
3053,"Virginia",2012,"Predictive Power Rating","15.7"
3054,"Alabama",2012,"Predictive Power Rating","15.7"
3055,"Creighton",2012,"Predictive Power Rating","15.7"
3056,"Gonzaga",2012,"Predictive Power Rating","15.5"
3057,"Iowa St",2012,"Predictive Power Rating","15.1"
3058,"Connecticut",2012,"Predictive Power Rating","14.9"
3059,"St Marys",2012,"Predictive Power Rating","14.3"
3060,"BYU",2012,"Predictive Power Rating","13.8"
3061,"NC State",2012,"Predictive Power Rating","13.7"
3062,"Arizona",2012,"Predictive Power Rating","13.2"
3063,"Lg Beach St",2012,"Predictive Power Rating","13.1"
3064,"Northwestern",2012,"Predictive Power Rating","11.9"
3065,"San Diego St",2012,"Predictive Power Rating","11.7"
3066,"Tennessee",2012,"Predictive Power Rating","11.7"
3067,"Illinois",2012,"Predictive Power Rating","11.5"
3068,"S Dakota St",2012,"Predictive Power Rating","11.3"
3069,"Dayton",2012,"Predictive Power Rating","11.2"
3070,"Oregon",2012,"Predictive Power Rating","11.0"
3071,"Clemson",2012,"Predictive Power Rating","10.4"
3072,"Akron",2012,"Predictive Power Rating","10.4"
3073,"Colorado",2012,"Predictive Power Rating","10.0"
3074,"Colorado St",2012,"Predictive Power Rating","9.9"
3075,"Wagner",2012,"Predictive Power Rating","9.1"
3076,"Texas A&M",2012,"Predictive Power Rating","7.3"
3077,"Duquesne",2012,"Predictive Power Rating","7.3"
3078,"Nevada",2012,"Predictive Power Rating","6.6"
3079,"Wash State",2012,"Predictive Power Rating","6.6"
3080,"Boise St",2012,"Predictive Power Rating","6.5"
3081,"Vermont",2012,"Predictive Power Rating","6.2"
3082,"UAB",2012,"Predictive Power Rating","6.0"
3083,"Nebraska",2012,"Predictive Power Rating","5.8"
3084,"Drake",2012,"Predictive Power Rating","5.5"
3085,"Col Charlestn",2012,"Predictive Power Rating","4.9"
3086,"Yale",2012,"Predictive Power Rating","4.9"
3087,"S Carolina",2012,"Predictive Power Rating","4.9"
3088,"Auburn",2012,"Predictive Power Rating","4.9"
3089,"Oakland",2012,"Predictive Power Rating","3.8"
3090,"Houston",2012,"Predictive Power Rating","2.3"
3091,"W Kentucky",2012,"Predictive Power Rating","0.6"
3092,"Morehead St",2012,"Predictive Power Rating","0.5"
3093,"Texas Tech",2012,"Predictive Power Rating","0.1"
3094,"James Mad",2012,"Predictive Power Rating","-0.9"
3095,"McNeese St",2012,"Predictive Power Rating","-1.0"
3096,"Stetson",2012,"Predictive Power Rating","-2.8"
3097,"Samford",2012,"Predictive Power Rating","-3.3"
3098,"Montana St",2012,"Predictive Power Rating","-4.3"
3099,"St Peters",2012,"Predictive Power Rating","-7.7"
3100,"Colgate",2012,"Predictive Power Rating","-8.7"
3101,"Howard",2012,"Predictive Power Rating","-8.8"
3102,"Longwood",2012,"Predictive Power Rating","-14.1"
3103,"Grambling St",2012,"Predictive Power Rating","-20.2"
3104,"Kansas",2012,"Strength of Schedule Power Rating","14.5"
3105,"Wisconsin",2012,"Strength of Schedule Power Rating","14.0"
3106,"N Carolina",2012,"Strength of Schedule Power Rating","13.7"
3107,"Kentucky",2012,"Strength of Schedule Power Rating","13.4"
3108,"Baylor",2012,"Strength of Schedule Power Rating","13.4"
3109,"Duke",2012,"Strength of Schedule Power Rating","13.2"
3110,"Florida",2012,"Strength of Schedule Power Rating","12.5"
3111,"Texas",2012,"Strength of Schedule Power Rating","12.3"
3112,"Purdue",2012,"Strength of Schedule Power Rating","12.2"
3113,"Marquette",2012,"Strength of Schedule Power Rating","11.9"
3114,"Connecticut",2012,"Strength of Schedule Power Rating","11.3"
3115,"Illinois",2012,"Strength of Schedule Power Rating","11.1"
3116,"Northwestern",2012,"Strength of Schedule Power Rating","11.0"
3117,"Iowa St",2012,"Strength of Schedule Power Rating","10.9"
3118,"Alabama",2012,"Strength of Schedule Power Rating","10.5"
3119,"Virginia",2012,"Strength of Schedule Power Rating","10.1"
3120,"NC State",2012,"Strength of Schedule Power Rating","10.1"
3121,"Tennessee",2012,"Strength of Schedule Power Rating","9.7"
3122,"Nebraska",2012,"Strength of Schedule Power Rating","9.2"
3123,"New Mexico",2012,"Strength of Schedule Power Rating","8.2"
3124,"Arizona",2012,"Strength of Schedule Power Rating","8.2"
3125,"Texas A&M",2012,"Strength of Schedule Power Rating","8.1"
3126,"Creighton",2012,"Strength of Schedule Power Rating","7.9"
3127,"Colorado St",2012,"Strength of Schedule Power Rating","7.9"
3128,"San Diego St",2012,"Strength of Schedule Power Rating","7.7"
3129,"Dayton",2012,"Strength of Schedule Power Rating","7.7"
3130,"Gonzaga",2012,"Strength of Schedule Power Rating","7.6"
3131,"Oregon",2012,"Strength of Schedule Power Rating","7.5"
3132,"Clemson",2012,"Strength of Schedule Power Rating","7.4"
3133,"S Carolina",2012,"Strength of Schedule Power Rating","7.3"
3134,"Colorado",2012,"Strength of Schedule Power Rating","7.2"
3135,"Duquesne",2012,"Strength of Schedule Power Rating","7.2"
3136,"UAB",2012,"Strength of Schedule Power Rating","7.0"
3137,"Lg Beach St",2012,"Strength of Schedule Power Rating","6.7"
3138,"Akron",2012,"Strength of Schedule Power Rating","6.5"
3139,"BYU",2012,"Strength of Schedule Power Rating","6.3"
3140,"Texas Tech",2012,"Strength of Schedule Power Rating","6.2"
3141,"St Marys",2012,"Strength of Schedule Power Rating","6.2"
3142,"Auburn",2012,"Strength of Schedule Power Rating","6.2"
3143,"Boise St",2012,"Strength of Schedule Power Rating","6.1"
3144,"Drake",2012,"Strength of Schedule Power Rating","5.9"
3145,"Wash State",2012,"Strength of Schedule Power Rating","5.8"
3146,"S Dakota St",2012,"Strength of Schedule Power Rating","3.2"
3147,"Oakland",2012,"Strength of Schedule Power Rating","3.1"
3148,"W Kentucky",2012,"Strength of Schedule Power Rating","2.9"
3149,"Houston",2012,"Strength of Schedule Power Rating","2.8"
3150,"Col Charlestn",2012,"Strength of Schedule Power Rating","2.7"
3151,"Yale",2012,"Strength of Schedule Power Rating","2.5"
3152,"Nevada",2012,"Strength of Schedule Power Rating","2.3"
3153,"Wagner",2012,"Strength of Schedule Power Rating","2.2"
3154,"James Mad",2012,"Strength of Schedule Power Rating","1.8"
3155,"Stetson",2012,"Strength of Schedule Power Rating","1.6"
3156,"Vermont",2012,"Strength of Schedule Power Rating","1.0"
3157,"St Peters",2012,"Strength of Schedule Power Rating","0.3"
3158,"Morehead St",2012,"Strength of Schedule Power Rating","0.1"
3159,"Samford",2012,"Strength of Schedule Power Rating","-0.2"
3160,"McNeese St",2012,"Strength of Schedule Power Rating","-0.3"
3161,"Colgate",2012,"Strength of Schedule Power Rating","-1.2"
3162,"Montana St",2012,"Strength of Schedule Power Rating","-1.9"
3163,"Howard",2012,"Strength of Schedule Power Rating","-2.9"
3164,"Longwood",2012,"Strength of Schedule Power Rating","-7.6"
3165,"Grambling St",2012,"Strength of Schedule Power Rating","-8.0"
3166,"Kentucky",2012,"Last 5 Games Power Rating","27.0"
3167,"N Carolina",2012,"Last 5 Games Power Rating","25.9"
3168,"Wisconsin",2012,"Last 5 Games Power Rating","21.9"
3169,"New Mexico",2012,"Last 5 Games Power Rating","21.8"
3170,"Purdue",2012,"Last 5 Games Power Rating","21.3"
3171,"NC State",2012,"Last 5 Games Power Rating","20.3"
3172,"Baylor",2012,"Last 5 Games Power Rating","20.2"
3173,"Kansas",2012,"Last 5 Games Power Rating","20.2"
3174,"Oregon",2012,"Last 5 Games Power Rating","18.9"
3175,"Iowa St",2012,"Last 5 Games Power Rating","18.5"
3176,"Gonzaga",2012,"Last 5 Games Power Rating","17.7"
3177,"Dayton",2012,"Last 5 Games Power Rating","16.7"
3178,"Connecticut",2012,"Last 5 Games Power Rating","16.4"
3179,"Marquette",2012,"Last 5 Games Power Rating","16.1"
3180,"Tennessee",2012,"Last 5 Games Power Rating","15.7"
3181,"San Diego St",2012,"Last 5 Games Power Rating","15.4"
3182,"St Marys",2012,"Last 5 Games Power Rating","14.9"
3183,"Colorado St",2012,"Last 5 Games Power Rating","14.2"
3184,"Clemson",2012,"Last 5 Games Power Rating","13.8"
3185,"Creighton",2012,"Last 5 Games Power Rating","13.8"
3186,"Virginia",2012,"Last 5 Games Power Rating","13.8"
3187,"Lg Beach St",2012,"Last 5 Games Power Rating","13.7"
3188,"Texas",2012,"Last 5 Games Power Rating","13.7"
3189,"Alabama",2012,"Last 5 Games Power Rating","12.4"
3190,"S Dakota St",2012,"Last 5 Games Power Rating","12.1"
3191,"Florida",2012,"Last 5 Games Power Rating","11.9"
3192,"Colorado",2012,"Last 5 Games Power Rating","11.8"
